,County,State,similarity_index,
2120,"Chase, NE",NEBRASKA,0.833217896,
2121,"Iosco, MI",MICHIGAN,0.833205673,
2122,"Washington, MN",MINNESOTA,0.833197991,
2123,"Merrimack, NH",NEWHAMPSHIRE,0.833194562,
2124,"McLeod, MN",MINNESOTA,0.833187935,
2125,"Cherokee, IA",IOWA,0.833178746,
2126,"Towns, GA",GEORGIA,0.833172721,
2127,"Chickasaw, MS",MISSISSIPPI,0.833158687,
2128,"Grant, AR",ARKANSAS,0.833149535,
2129,"BonHomme, SD",SOUTHDAKOTA,0.833144016,
2130,"Kingman, KS",KANSAS,0.833130366,
2131,"Pocahontas, IA",IOWA,0.833116158,
2132,"Henry, IL",ILLINOIS,0.833104248,
2133,"Alpena, MI",MICHIGAN,0.833088248,
2134,"Knox, IN",INDIANA,0.833058868,
2135,"Heard, GA",GEORGIA,0.833048065,
2136,"Grant, ND",NORTHDAKOTA,0.833039543,
2137,"Pulaski, KY",KENTUCKY,0.833034357,
2138,"Nicollet, MN",MINNESOTA,0.833016551,
2139,"Vilas, WI",WISCONSIN,0.832990728,
2140,"Whitley, KY",KENTUCKY,0.832987344,
2141,"Osceola, IA",IOWA,0.832913614,
2142,"Prentiss, MS",MISSISSIPPI,0.832913072,
2143,"FallRiver, SD",SOUTHDAKOTA,0.832886611,
2144,"Comanche, KS",KANSAS,0.832875361,
2145,"OtterTail, MN",MINNESOTA,0.832776159,
2146,"Greene, PA",PENNSYLVANIA,0.832694337,
2147,"Wasatch, UT",UTAH,0.832634439,
2148,"Routt, CO",COLORADO,0.832620082,
2149,"Jefferson, KS",KANSAS,0.83261824,
2150,"Lemhi, ID",IDAHO,0.832612489,
2151,"Chase, KS",KANSAS,0.832518885,
2152,"Nelson, ND",NORTHDAKOTA,0.832518359,
2153,"Dallas, MO",MISSOURI,0.832477049,
2154,"Lapeer, MI",MICHIGAN,0.832462829,
2155,"Dolores, CO",COLORADO,0.832437523,
2156,"Woodson, KS",KANSAS,0.832320714,
2157,"Menominee, WI",WISCONSIN,0.832316605,
2158,"Hancock, TN",TENNESSEE,0.832314563,
2159,"Baker, OR",OREGON,0.832308774,
2160,"Winona, MN",MINNESOTA,0.832306042,
2161,"Lincoln, NV",NEVADA,0.832239131,
2162,"Kane, UT",UTAH,0.832137764,
2163,"Love, OK",OKLAHOMA,0.832129778,
2164,"Dade, GA",GEORGIA,0.832087651,
2165,"Jasper, IL",ILLINOIS,0.832083096,
2166,"Shelby, MO",MISSOURI,0.832058944,
2167,"Kearney, NE",NEBRASKA,0.832057296,
2168,"Lincoln, SD",SOUTHDAKOTA,0.832030095,
2169,"Wadena, MN",MINNESOTA,0.832025521,
2170,"Norman, MN",MINNESOTA,0.832013709,
2171,"Cook, MN",MINNESOTA,0.832006967,
2172,"Wells, ND",NORTHDAKOTA,0.831997378,
2173,"Washington, VT",VERMONT,0.831993176,
2174,"Madison, NY",NEWYORK,0.831957993,
2175,"Mingo, WV",WESTVIRGINIA,0.831950171,
2176,"Bottineau, ND",NORTHDAKOTA,0.831937372,
2177,"Sumter, FL",FLORIDA,0.831936839,
2178,"Oneida, WI",WISCONSIN,0.831916545,
2179,"Otsego, MI",MICHIGAN,0.831915292,
2180,"Goodhue, MN",MINNESOTA,0.831907563,
2181,"Phelps, NE",NEBRASKA,0.831899841,
2182,"Jefferson, MO",MISSOURI,0.831881146,
2183,"Butte, ID",IDAHO,0.831880274,
2184,"Delaware, NY",NEWYORK,0.831877304,
2185,"Grant, WI",WISCONSIN,0.831858536,
2186,"Ballard, KY",KENTUCKY,0.831835266,
2187,"Tunica, MS",MISSISSIPPI,0.831800717,
2188,"Marion, AR",ARKANSAS,0.831776956,
2189,"Calvert, MD",MARYLAND,0.831771573,
2190,"Ionia, MI",MICHIGAN,0.831749572,
2191,"Bedford, PA",PENNSYLVANIA,0.831728111,
2192,"Washburn, WI",WISCONSIN,0.83172666,
2193,"Scott, MN",MINNESOTA,0.83170066,
2194,"Burt, NE",NEBRASKA,0.831689974,
2195,"Clay, AR",ARKANSAS,0.831680244,
2196,"Scott, IN",INDIANA,0.831669717,
2197,"Clarion, PA",PENNSYLVANIA,0.831663348,
2198,"Somerset, PA",PENNSYLVANIA,0.831635243,
2199,"Platte, WY",WYOMING,0.831614119,
2200,"Mercer, IL",ILLINOIS,0.831605122,
2201,"Lawrence, AR",ARKANSAS,0.831560209,
2202,"Muhlenberg, KY",KENTUCKY,0.831543519,
2203,"Bonner, ID",IDAHO,0.831454655,
2204,"Divide, ND",NORTHDAKOTA,0.83141428,
2205,"Marshall, WV",WESTVIRGINIA,0.831352086,
2206,"Belknap, NH",NEWHAMPSHIRE,0.831330294,
2207,"Russell, VA",VIRGINIA,0.831305803,
2208,"Sanilac, MI",MICHIGAN,0.831268831,
2209,"Humphreys, TN",TENNESSEE,0.831262056,
2210,"Jasper, IA",IOWA,0.83125217,
2211,"Washington, NY",NEWYORK,0.831230008,
2212,"Juab, UT",UTAH,0.831149293,
2213,"Carson, TX",TEXAS,0.831139415,
2214,"Iron, MI",MICHIGAN,0.831066425,
2215,"ClearCreek, CO",COLORADO,0.831025731,
2216,"Decatur, IA",IOWA,0.831001124,
2217,"Broomfield, CO",COLORADO,0.830970299,
2218,"Lincoln, WA",WASHINGTON,0.830967028,
2219,"Wood, WI",WISCONSIN,0.830943818,
2220,"Aroostook, ME",MAINE,0.830921293,
2221,"Washington, KY",KENTUCKY,0.830913916,
2222,"Caribou, ID",IDAHO,0.830897492,
2223,"Atchison, MO",MISSOURI,0.830896417,
2224,"Lewis, MO",MISSOURI,0.830890488,
2225,"Union, TN",TENNESSEE,0.830863204,
2226,"Aitkin, MN",MINNESOTA,0.830845733,
2227,"Page, VA",VIRGINIA,0.830817219,
2228,"Bradford, PA",PENNSYLVANIA,0.830812796,
2229,"Manitowoc, WI",WISCONSIN,0.830767222,
2230,"Cleburne, AL",ALABAMA,0.830720465,
2231,"Allen, KS",KANSAS,0.830715641,
2232,"Cumberland, KY",KENTUCKY,0.830706181,
2233,"Osborne, KS",KANSAS,0.830673336,
2234,"York, ME",MAINE,0.830626633,
2235,"Douglas, IL",ILLINOIS,0.830607771,
2236,"Christian, IL",ILLINOIS,0.83058571,
2237,"Bristol, RI",RHODEISLAND,0.830560714,
2238,"Sherman, OR",OREGON,0.830549838,
2239,"McDowell, NC",NORTHCAROLINA,0.830545334,
2240,"Bremer, IA",IOWA,0.830513307,
2241,"Langlade, WI",WISCONSIN,0.830496046,
2242,"KingGeorge, VA",VIRGINIA,0.830493487,
2243,"Starke, IN",INDIANA,0.83047059,
2244,"Custer, CO",COLORADO,0.830463517,
2245,"Graham, NC",NORTHCAROLINA,0.830460035,
2246,"Boise, ID",IDAHO,0.830425598,
2247,"Pickaway, OH",OHIO,0.830424132,
2248,"Clark, WI",WISCONSIN,0.830423821,
2249,"Schoharie, NY",NEWYORK,0.830402079,
2250,"Lyon, IA",IOWA,0.830376189,
2251,"Newton, IN",INDIANA,0.830295162,
2252,"Hubbard, MN",MINNESOTA,0.830290117,
2253,"Patrick, VA",VIRGINIA,0.830261597,
2254,"Adams, WI",WISCONSIN,0.830162931,
2255,"Windsor, VT",VERMONT,0.830160272,
2256,"Sussex, NJ",NEWJERSEY,0.830043447,
2257,"Ottawa, OH",OHIO,0.830006403,
2258,"Cotton, OK",OKLAHOMA,0.830005444,
2259,"Montgomery, MO",MISSOURI,0.830000103,
2260,"Henry, KY",KENTUCKY,0.829994755,
2261,"Arlington, VA",VIRGINIA,0.82990745,
2262,"Stillwater, MT",MONTANA,0.829896811,
2263,"McCreary, KY",KENTUCKY,0.829891697,
2264,"Webster, MO",MISSOURI,0.829816342,
2265,"Madison, MO",MISSOURI,0.829804325,
2266,"Otoe, NE",NEBRASKA,0.829781872,
2267,"Marion, KS",KANSAS,0.829746413,
2268,"Uinta, WY",WYOMING,0.829728034,
2269,"Jersey, IL",ILLINOIS,0.829677793,
2270,"Dunn, WI",WISCONSIN,0.829675032,
2271,"Jasper, IN",INDIANA,0.829670492,
2272,"Eddy, ND",NORTHDAKOTA,0.82957045,
2273,"GreenLake, WI",WISCONSIN,0.829557358,
2274,"Custer, SD",SOUTHDAKOTA,0.829473743,
2275,"Fulton, IN",INDIANA,0.829443222,
2276,"Putnam, IN",INDIANA,0.829441101,
2277,"Pierce, ND",NORTHDAKOTA,0.829437931,
2278,"Perry, KY",KENTUCKY,0.829434831,
2279,"Cheshire, NH",NEWHAMPSHIRE,0.829425231,
2280,"Ringgold, IA",IOWA,0.829416746,
2281,"Russell, KY",KENTUCKY,0.829397892,
2282,"Cheboygan, MI",MICHIGAN,0.829358068,
2283,"JoDaviess, IL",ILLINOIS,0.829341663,
2284,"Waukesha, WI",WISCONSIN,0.829339767,
2285,"Grant, SD",SOUTHDAKOTA,0.829328198,
2286,"Grant, OR",OREGON,0.829325115,
2287,"Saratoga, NY",NEWYORK,0.829320736,
2288,"Highland, OH",OHIO,0.829273538,
2289,"Noble, OK",OKLAHOMA,0.829243027,
2290,"Larue, KY",KENTUCKY,0.829235379,
2291,"Grant, OK",OKLAHOMA,0.829222175,
2292,"Gove, KS",KANSAS,0.829171033,
2293,"Wallowa, OR",OREGON,0.829138894,
2294,"Franklin, VT",VERMONT,0.829118708,
2295,"Gladwin, MI",MICHIGAN,0.829094285,
2296,"Clay, TX",TEXAS,0.829092036,
2297,"Harrison, MO",MISSOURI,0.829082555,
2298,"Braxton, WV",WESTVIRGINIA,0.829071079,
2299,"Wabaunsee, KS",KANSAS,0.829059595,
2300,"Lincoln, ME",MAINE,0.829059078,
2301,"Madison, ID",IDAHO,0.829005372,
2302,"Washington, OH",OHIO,0.828948639,
2303,"Haakon, SD",SOUTHDAKOTA,0.828888345,
2304,"Skamania, WA",WASHINGTON,0.828851667,
2305,"Ohio, KY",KENTUCKY,0.828806346,
2306,"Rowan, KY",KENTUCKY,0.828806272,
2307,"SanMiguel, CO",COLORADO,0.828775344,
2308,"Columbia, WI",WISCONSIN,0.828736134,
2309,"Campbell, WY",WYOMING,0.828721386,
2310,"McPherson, KS",KANSAS,0.828706104,
2311,"Hamilton, IN",INDIANA,0.828689904,
2312,"Belmont, OH",OHIO,0.828687336,
2313,"Sullivan, IN",INDIANA,0.828674243,
2314,"Charlevoix, MI",MICHIGAN,0.828634348,
2315,"Missaukee, MI",MICHIGAN,0.828610565,
2316,"Calhoun, WV",WESTVIRGINIA,0.828590927,
2317,"Nuckolls, NE",NEBRASKA,0.828588113,
2318,"Martin, KY",KENTUCKY,0.828533238,
2319,"Miller, MO",MISSOURI,0.828495092,
2320,"Webster, NE",NEBRASKA,0.828487691,
2321,"Sac, IA",IOWA,0.828480284,
2322,"Surry, VA",VIRGINIA,0.828435202,
2323,"Nicholas, KY",KENTUCKY,0.828421211,
2324,"Ottawa, KS",KANSAS,0.82841995,
2325,"Clay, IA",IOWA,0.828418822,
2326,"Martin, TX",TEXAS,0.828396632,
2327,"Webster, WV",WESTVIRGINIA,0.828393364,
2328,"Clay, KY",KENTUCKY,0.828393272,
2329,"Leelanau, MI",MICHIGAN,0.828357477,
2330,"Kiowa, CO",COLORADO,0.82835636,
2331,"Wythe, VA",VIRGINIA,0.828334976,
2332,"Baxter, AR",ARKANSAS,0.828333398,
2333,"Rooks, KS",KANSAS,0.828323498,
2334,"Dallas, IA",IOWA,0.828319266,
2335,"Addison, VT",VERMONT,0.828308557,
2336,"Pulaski, IN",INDIANA,0.828271363,
2337,"Richardson, NE",NEBRASKA,0.828265343,
2338,"Winston, AL",ALABAMA,0.828232415,
2339,"Teton, MT",MONTANA,0.828223485,
2340,"Benton, IN",INDIANA,0.828218783,
2341,"Barron, WI",WISCONSIN,0.828203128,
2342,"Schuyler, NY",NEWYORK,0.82817826,
2343,"Traill, ND",NORTHDAKOTA,0.828171314,
2344,"Union, GA",GEORGIA,0.828086528,
2345,"Perry, TN",TENNESSEE,0.828077368,
2346,"Griggs, ND",NORTHDAKOTA,0.828052783,
2347,"Chattahoochee, GA",GEORGIA,0.828048841,
2348,"Hancock, ME",MAINE,0.828029201,
2349,"Monroe, MO",MISSOURI,0.82802764,
2350,"Susquehanna, PA",PENNSYLVANIA,0.828023932,
2351,"Summit, UT",UTAH,0.82798788,
2352,"Floyd, VA",VIRGINIA,0.827972863,
2353,"Carter, MO",MISSOURI,0.827968363,
2354,"JudithBasin, MT",MONTANA,0.827953403,
2355,"Huntington, IN",INDIANA,0.827924341,
2356,"Yates, NY",NEWYORK,0.827914931,
2357,"Andrew, MO",MISSOURI,0.827909117,
2358,"Montgomery, KY",KENTUCKY,0.827903072,
2359,"Holt, MO",MISSOURI,0.827883059,
2360,"Somerset, ME",MAINE,0.82786708,
2361,"Mifflin, PA",PENNSYLVANIA,0.827862711,
2362,"Franklin, MO",MISSOURI,0.82784512,
2363,"McCook, SD",SOUTHDAKOTA,0.827833766,
2364,"Jackson, IA",IOWA,0.827804425,
2365,"Lincoln, MN",MINNESOTA,0.827799048,
2366,"Harrison, KY",KENTUCKY,0.827750429,
2367,"Potter, PA",PENNSYLVANIA,0.827703839,
2368,"Potter, SD",SOUTHDAKOTA,0.827700022,
2369,"Reynolds, MO",MISSOURI,0.827616928,
2370,"Breckinridge, KY",KENTUCKY,0.827577289,
2371,"Butler, PA",PENNSYLVANIA,0.827531832,
2372,"Turner, SD",SOUTHDAKOTA,0.827469105,
2373,"Lincoln, KY",KENTUCKY,0.827418905,
2374,"Custer, NE",NEBRASKA,0.827365137,
2375,"Smyth, VA",VIRGINIA,0.82735167,
2376,"Bollinger, MO",MISSOURI,0.82734806,
2377,"Pierce, WI",WISCONSIN,0.827345385,
2378,"Roane, WV",WESTVIRGINIA,0.82734511,
2379,"Pendleton, WV",WESTVIRGINIA,0.827304701,
2380,"Lamar, AL",ALABAMA,0.827239595,
2381,"Polk, WI",WISCONSIN,0.827230796,
2382,"Hillsdale, MI",MICHIGAN,0.827166152,
2383,"Hardy, WV",WESTVIRGINIA,0.827126129,
2384,"Bowman, ND",NORTHDAKOTA,0.827092128,
2385,"Republic, KS",KANSAS,0.827065348,
2386,"Clark, IL",ILLINOIS,0.827064325,
2387,"Clinton, PA",PENNSYLVANIA,0.827034866,
2388,"Randolph, AR",ARKANSAS,0.826988675,
2389,"Stoddard, MO",MISSOURI,0.826974847,
2390,"Montgomery, IN",INDIANA,0.826970141,
2391,"Clermont, OH",OHIO,0.826956594,
2392,"Kidder, ND",NORTHDAKOTA,0.826932883,
2393,"Laurel, KY",KENTUCKY,0.826883086,
2394,"Stanley, SD",SOUTHDAKOTA,0.826840035,
2395,"Dubois, IN",INDIANA,0.826827788,
2396,"Wayne, KY",KENTUCKY,0.826789111,
2397,"Green, KY",KENTUCKY,0.826783707,
2398,"Chippewa, WI",WISCONSIN,0.826748263,
2399,"Fulton, AR",ARKANSAS,0.826718606,
2400,"Brown, MN",MINNESOTA,0.826704603,
2401,"Carroll, OH",OHIO,0.826693498,
2402,"Grant, WV",WESTVIRGINIA,0.826692494,
2403,"Dodge, WI",WISCONSIN,0.826692401,
2404,"Scott, TN",TENNESSEE,0.826691903,
2405,"Madison, MT",MONTANA,0.826588203,
2406,"Merrick, NE",NEBRASKA,0.826550318,
2407,"Washington, KS",KANSAS,0.826532154,
2408,"Tioga, PA",PENNSYLVANIA,0.826525387,
2409,"Itawamba, MS",MISSISSIPPI,0.826505774,
2410,"Prairie, MT",MONTANA,0.82646969,
2411,"Pike, IN",INDIANA,0.826464604,
2412,"Morgan, WV",WESTVIRGINIA,0.826454929,
2413,"Gilliam, OR",OREGON,0.826443422,
2414,"Henry, IN",INDIANA,0.826399137,
2415,"Richland, ND",NORTHDAKOTA,0.826398091,
2416,"Lewis, WV",WESTVIRGINIA,0.826378745,
2417,"Yancey, NC",NORTHCAROLINA,0.826340094,
2418,"Lyon, KY",KENTUCKY,0.826296121,
2419,"Clay, GA",GEORGIA,0.826242663,
2420,"Crawford, MO",MISSOURI,0.826229521,
2421,"Crawford, PA",PENNSYLVANIA,0.826199741,
2422,"Franklin, ME",MAINE,0.826145984,
2423,"Waldo, ME",MAINE,0.826145481,
2424,"Rush, KS",KANSAS,0.82612589,
2425,"Arenac, MI",MICHIGAN,0.82611773,
2426,"Oxford, ME",MAINE,0.826090914,
2427,"Guthrie, IA",IOWA,0.826083074,
2428,"Antelope, NE",NEBRASKA,0.826074218,
2429,"Nelson, KY",KENTUCKY,0.826057986,
2430,"Perry, PA",PENNSYLVANIA,0.826057844,
2431,"Washington, RI",RHODEISLAND,0.826053849,
2432,"Adams, ND",NORTHDAKOTA,0.826053146,
2433,"Calhoun, IA",IOWA,0.825999482,
2434,"Mitchell, NC",NORTHCAROLINA,0.825964041,
2435,"Huron, OH",OHIO,0.825947178,
2436,"Jefferson, MT",MONTANA,0.825906777,
2437,"Sharp, AR",ARKANSAS,0.825901364,
2438,"Wabash, IN",INDIANA,0.825822823,
2439,"Brooke, WV",WESTVIRGINIA,0.825813905,
2440,"Morrison, MN",MINNESOTA,0.825756119,
2441,"Taylor, WV",WESTVIRGINIA,0.825705747,
2442,"Clay, NE",NEBRASKA,0.825680248,
2443,"Upshur, WV",WESTVIRGINIA,0.825655638,
2444,"Sibley, MN",MINNESOTA,0.825648745,
2445,"Holt, NE",NEBRASKA,0.82563703,
2446,"Nemaha, KS",KANSAS,0.82560197,
2447,"Jefferson, IN",INDIANA,0.825585889,
2448,"Knox, ME",MAINE,0.825532956,
2449,"Caldwell, MO",MISSOURI,0.82546456,
2450,"Grand, CO",COLORADO,0.825435899,
2451,"Lincoln, WY",WYOMING,0.825366397,
2452,"Pope, IL",ILLINOIS,0.825352896,
2453,"Unicoi, TN",TENNESSEE,0.825285893,
2454,"Carroll, NH",NEWHAMPSHIRE,0.82525211,
2455,"Montgomery, AR",ARKANSAS,0.82524709,
2456,"Grant, MN",MINNESOTA,0.825243358,
2457,"Columbiana, OH",OHIO,0.825187779,
2458,"Crawford, OH",OHIO,0.825180428,
2459,"Plymouth, IA",IOWA,0.825143142,
2460,"Meeker, MN",MINNESOTA,0.825122586,
2461,"Marshall, IL",ILLINOIS,0.825121333,
2462,"Hyde, SD",SOUTHDAKOTA,0.825117288,
2463,"Nance, NE",NEBRASKA,0.825113991,
2464,"LacquiParle, MN",MINNESOTA,0.825099307,
2465,"Armstrong, TX",TEXAS,0.825098807,
2466,"Park, CO",COLORADO,0.825079725,
2467,"Logan, KY",KENTUCKY,0.825074754,
2468,"Furnas, NE",NEBRASKA,0.824998309,
2469,"Ripley, IN",INDIANA,0.824993294,
2470,"Pulaski, VA",VIRGINIA,0.824940326,
2471,"Garrard, KY",KENTUCKY,0.824929048,
2472,"Williamson, TN",TENNESSEE,0.824928448,
2473,"Monroe, KY",KENTUCKY,0.82492506,
2474,"Murray, MN",MINNESOTA,0.824875042,
2475,"Vermillion, IN",INDIANA,0.824865857,
2476,"Edgar, IL",ILLINOIS,0.824810956,
2477,"Sanborn, SD",SOUTHDAKOTA,0.824724903,
2478,"Clayton, IA",IOWA,0.824722659,
2479,"SweetGrass, MT",MONTANA,0.824650702,
2480,"Armstrong, PA",PENNSYLVANIA,0.824585978,
2481,"Wayne, OH",OHIO,0.824569033,
2482,"Carroll, KY",KENTUCKY,0.824558624,
2483,"Daniels, MT",MONTANA,0.824553712,
2484,"Antrim, MI",MICHIGAN,0.824542207,
2485,"Osceola, MI",MICHIGAN,0.824533864,
2486,"Mason, WV",WESTVIRGINIA,0.824506032,
2487,"Hand, SD",SOUTHDAKOTA,0.824455501,
2488,"Knox, OH",OHIO,0.82445043,
2489,"Pembina, ND",NORTHDAKOTA,0.824439153,
2490,"Trego, KS",KANSAS,0.824428542,
2491,"Calumet, WI",WISCONSIN,0.824414489,
2492,"Logan, OH",OHIO,0.824366344,
2493,"Houston, MN",MINNESOTA,0.824275201,
2494,"Parmer, TX",TEXAS,0.824255535,
2495,"Piatt, IL",ILLINOIS,0.824225217,
2496,"Ashland, OH",OHIO,0.824178437,
2497,"Newton, AR",ARKANSAS,0.824177326,
2498,"Grayson, KY",KENTUCKY,0.824155619,
2499,"Vernon, WI",WISCONSIN,0.824133364,
2500,"Union, SD",SOUTHDAKOTA,0.824107073,
2501,"Hamilton, NE",NEBRASKA,0.824070722,
2502,"Rush, IN",INDIANA,0.82403484,
2503,"Bell, KY",KENTUCKY,0.823938415,
2504,"Greene, IA",IOWA,0.823933252,
2505,"Venango, PA",PENNSYLVANIA,0.823876604,
2506,"Shelby, IN",INDIANA,0.823835951,
2507,"Florence, WI",WISCONSIN,0.823773166,
2508,"Chenango, NY",NEWYORK,0.823752411,
2509,"Door, WI",WISCONSIN,0.823735121,
2510,"RedLake, MN",MINNESOTA,0.823724594,
2511,"Mercer, ND",NORTHDAKOTA,0.823712174,
2512,"Tioga, NY",NEWYORK,0.823701355,
2513,"DeWitt, IL",ILLINOIS,0.823689392,
2514,"Carlisle, KY",KENTUCKY,0.823683701,
2515,"Hancock, IA",IOWA,0.823667862,
2516,"Douglas, MO",MISSOURI,0.823653321,
2517,"Hancock, IN",INDIANA,0.823636608,
2518,"Cass, NE",NEBRASKA,0.823620718,
2519,"Jewell, KS",KANSAS,0.823600329,
2520,"Deuel, NE",NEBRASKA,0.823593262,
2521,"Roscommon, MI",MICHIGAN,0.823546747,
2522,"Kossuth, IA",IOWA,0.823520243,
2523,"Harrison, IN",INDIANA,0.823494227,
2524,"Pontotoc, MS",MISSISSIPPI,0.82346688,
2525,"Cumberland, IL",ILLINOIS,0.823437199,
2526,"Adair, IA",IOWA,0.823433131,
2527,"Pike, OH",OHIO,0.823390081,
2528,"PresqueIsle, MI",MICHIGAN,0.823364473,
2529,"Oldham, KY",KENTUCKY,0.823341983,
2530,"Barry, MI",MICHIGAN,0.82333466,
2531,"Butler, KY",KENTUCKY,0.823332139,
2532,"Cheyenne, CO",COLORADO,0.823324566,
2533,"Harlan, NE",NEBRASKA,0.823315995,
2534,"Meigs, OH",OHIO,0.823301277,
2535,"Medina, OH",OHIO,0.823301217,
2536,"Richmond, VA",VIRGINIA,0.82323928,
2537,"Jefferson, PA",PENNSYLVANIA,0.823182799,
2538,"Clinton, OH",OHIO,0.823174833,
2539,"Sherburne, MN",MINNESOTA,0.823145989,
2540,"Perkins, NE",NEBRASKA,0.823132341,
2541,"Ransom, ND",NORTHDAKOTA,0.823126506,
2542,"Morgan, OH",OHIO,0.823114639,
2543,"McIntosh, ND",NORTHDAKOTA,0.823114083,
2544,"Alexander, NC",NORTHCAROLINA,0.82310461,
2545,"Pike, IL",ILLINOIS,0.823102387,
2546,"Harrison, OH",OHIO,0.823093917,
2547,"Weston, WY",WYOMING,0.823083812,
2548,"Dickinson, MI",MICHIGAN,0.823021887,
2549,"Orange, VT",VERMONT,0.822972254,
2550,"Edmonson, KY",KENTUCKY,0.822941862,
2551,"Delaware, OH",OHIO,0.822941763,
2552,"Mercer, KY",KENTUCKY,0.822935268,
2553,"Keokuk, IA",IOWA,0.822923983,
2554,"Coffey, KS",KANSAS,0.822914346,
2555,"Carroll, IA",IOWA,0.822852359,
2556,"Carroll, IL",ILLINOIS,0.822824675,
2557,"Greenup, KY",KENTUCKY,0.822805817,
2558,"Pennington, MN",MINNESOTA,0.822743222,
2559,"Sullivan, MO",MISSOURI,0.822705696,
2560,"Rock, NE",NEBRASKA,0.822687377,
2561,"Wayne, UT",UTAH,0.822680906,
2562,"Pocahontas, WV",WESTVIRGINIA,0.822641793,
2563,"Putnam, OH",OHIO,0.822638684,
2564,"Lake, SD",SOUTHDAKOTA,0.822633331,
2565,"Winneshiek, IA",IOWA,0.82262612,
2566,"Hardin, OH",OHIO,0.822614376,
2567,"Fillmore, NE",NEBRASKA,0.822611777,
2568,"Smith, KS",KANSAS,0.822592161,
2569,"VanWert, OH",OHIO,0.822582834,
2570,"Dodge, MN",MINNESOTA,0.822581859,
2571,"Worth, IA",IOWA,0.822482996,
2572,"Boone, IN",INDIANA,0.822457677,
2573,"Brookings, SD",SOUTHDAKOTA,0.822451057,
2574,"Tuscarawas, OH",OHIO,0.822444321,
2575,"Fayette, IN",INDIANA,0.822437733,
2576,"Oscoda, MI",MICHIGAN,0.822412544,
2577,"Marshall, KS",KANSAS,0.822393454,
2578,"Madison, OH",OHIO,0.822392582,
2579,"Boone, IL",ILLINOIS,0.822362378,
2580,"Noble, OH",OHIO,0.822342724,
2581,"Ontonagon, MI",MICHIGAN,0.822320374,
2582,"Morgan, KY",KENTUCKY,0.822317788,
2583,"Polk, NE",NEBRASKA,0.822315547,
2584,"LaMoure, ND",NORTHDAKOTA,0.822311574,
2585,"Sullivan, NH",NEWHAMPSHIRE,0.822282368,
2586,"Lewis, NY",NEWYORK,0.822258094,
2587,"Orange, IN",INDIANA,0.822257949,
2588,"Ozaukee, WI",WISCONSIN,0.822244266,
2589,"Livingston, KY",KENTUCKY,0.822185657,
2590,"Pike, KY",KENTUCKY,0.822156215,
2591,"Huron, MI",MICHIGAN,0.822110825,
2592,"Wayne, NE",NEBRASKA,0.822070346,
2593,"Dickey, ND",NORTHDAKOTA,0.822039194,
2594,"Marion, KY",KENTUCKY,0.82203909,
2595,"Cedar, IA",IOWA,0.822039082,
2596,"Allen, KY",KENTUCKY,0.822033094,
2597,"Grant, KY",KENTUCKY,0.822006252,
2598,"Oneida, ID",IDAHO,0.822004003,
2599,"Pepin, WI",WISCONSIN,0.821993815,
2600,"Hawkins, TN",TENNESSEE,0.821988546,
2601,"Menominee, MI",MICHIGAN,0.821911485,
2602,"Bullitt, KY",KENTUCKY,0.821898263,
2603,"Jones, IA",IOWA,0.82188087,
2604,"Brown, IL",ILLINOIS,0.821876942,
2605,"Douglas, MN",MINNESOTA,0.821863737,
2606,"Hancock, WV",WESTVIRGINIA,0.821852586,
2607,"Boyd, NE",NEBRASKA,0.821831522,
2608,"Emery, UT",UTAH,0.821804684,
2609,"Miami, OH",OHIO,0.821800926,
2610,"Powell, KY",KENTUCKY,0.821794302,
2611,"Giles, VA",VIRGINIA,0.82175648,
2612,"Rockingham, NH",NEWHAMPSHIRE,0.821669047,
2613,"Rusk, WI",WISCONSIN,0.821651749,
2614,"Fleming, KY",KENTUCKY,0.821630085,
2615,"Randolph, IN",INDIANA,0.821620295,
2616,"VanBuren, IA",IOWA,0.821574481,
2617,"Stanton, NE",NEBRASKA,0.821573886,
2618,"Wetzel, WV",WESTVIRGINIA,0.821486486,
2619,"Lamoille, VT",VERMONT,0.82146827,
2620,"Clark, MO",MISSOURI,0.821456542,
2621,"Wilson, KS",KANSAS,0.82144918,
2622,"Richland, WI",WISCONSIN,0.821389254,
2623,"Cavalier, ND",NORTHDAKOTA,0.821360272,
2624,"Shannon, MO",MISSOURI,0.821353781,
2625,"Trimble, KY",KENTUCKY,0.821327853,
2626,"Fulton, OH",OHIO,0.821261561,
2627,"Lincoln, WI",WISCONSIN,0.821240649,
2628,"Clark, SD",SOUTHDAKOTA,0.821198283,
2629,"Powhatan, VA",VIRGINIA,0.821195361,
2630,"Humboldt, IA",IOWA,0.821183414,
2631,"Morrow, OH",OHIO,0.821143237,
2632,"Daviess, MO",MISSOURI,0.821126216,
2633,"Valley, NE",NEBRASKA,0.821124106,
2634,"Wabasha, MN",MINNESOTA,0.82112265,
2635,"Robertson, KY",KENTUCKY,0.821114684,
2636,"Butler, NE",NEBRASKA,0.821085173,
2637,"Greene, IN",INDIANA,0.821071124,
2638,"Miner, SD",SOUTHDAKOTA,0.821062553,
2639,"Tucker, WV",WESTVIRGINIA,0.821038237,
2640,"Effingham, IL",ILLINOIS,0.821032737,
2641,"Goochland, VA",VIRGINIA,0.821017677,
2642,"GoldenValley, ND",NORTHDAKOTA,0.820991318,
2643,"Harding, SD",SOUTHDAKOTA,0.820949373,
